game_id,date,start_time,away_team,away_team_short,home_team,home_team_short,away_score,home_score,venue,game_type,status,sportsbook,odds_type,opening_home_odds,opening_away_odds,current_home_odds,current_away_odds
824700,2026-03-29,2026-03-29T18:20:00+00:00,Washington Nationals,WAS,Chicago Cubs,CHC,6,3,Wrigley Field,R,Final,coolbet,moneyline,-250,200,-256,203
824700,2026-03-29,2026-03-29T18:20:00+00:00,Washington Nationals,WAS,Chicago Cubs,CHC,6,3,Wrigley Field,R,Final,sportsinteraction,moneyline,-235,195,-250,200
824700,2026-03-29,2026-03-29T18:20:00+00:00,Washington Nationals,WAS,Chicago Cubs,CHC,6,3,Wrigley Field,R,Final,stake,moneyline,-244,195,-244,205
824700,2026-03-29,2026-03-29T18:20:00+00:00,Washington Nationals,WAS,Chicago Cubs,CHC,6,3,Wrigley Field,R,Final,tonybet,moneyline,-250,190,-270,200
824864,2026-03-29,2026-03-29T17:35:00+00:00,Minnesota Twins,MIN,Baltimore Orioles,BAL,6,8,Oriole Park at Camden Yards,R,Final,bet365,moneyline,-150,125,-160,135
824864,2026-03-29,2026-03-29T17:35:00+00:00,Minnesota Twins,MIN,Baltimore Orioles,BAL,6,8,Oriole Park at Camden Yards,R,Final,bet99,moneyline,-150,130,-160,140
824864,2026-03-29,2026-03-29T17:35:00+00:00,Minnesota Twins,MIN,Baltimore Orioles,BAL,6,8,Oriole Park at Camden Yards,R,Final,betway,moneyline,-148,126,-160,125
824864,2026-03-29,2026-03-29T17:35:00+00:00,Minnesota Twins,MIN,Baltimore Orioles,BAL,6,8,Oriole Park at Camden Yards,R,Final,coolbet,moneyline,-161,130,-161,130
824864,2026-03-29,2026-03-29T17:35:00+00:00,Minnesota Twins,MIN,Baltimore Orioles,BAL,6,8,Oriole Park at Camden Yards,R,Final,sportsinteraction,moneyline,-150,125,-155,130
824864,2026-03-29,2026-03-29T17:35:00+00:00,Minnesota Twins,MIN,Baltimore Orioles,BAL,6,8,Oriole Park at Camden Yards,R,Final,stake,moneyline,-152,123,-154,131
824864,2026-03-29,2026-03-29T17:35:00+00:00,Minnesota Twins,MIN,Baltimore Orioles,BAL,6,8,Oriole Park at Camden Yards,R,Final,tonybet,moneyline,-154,121,-167,125
824944,2026-03-29,2026-03-29T17:35:00+00:00,Kansas City Royals,KC,Atlanta Braves,ATL,4,1,Truist Park,R,Final,bet365,moneyline,-150,125,-150,125
824944,2026-03-29,2026-03-29T17:35:00+00:00,Kansas City Royals,KC,Atlanta Braves,ATL,4,1,Truist Park,R,Final,bet99,moneyline,-150,130,-150,130
824944,2026-03-29,2026-03-29T17:35:00+00:00,Kansas City Royals,KC,Atlanta Braves,ATL,4,1,Truist Park,R,Final,betway,moneyline,-144,122,-150,120
824944,2026-03-29,2026-03-29T17:35:00+00:00,Kansas City Royals,KC,Atlanta Braves,ATL,4,1,Truist Park,R,Final,coolbet,moneyline,-156,127,-156,127
824944,2026-03-29,2026-03-29T17:35:00+00:00,Kansas City Royals,KC,Atlanta Braves,ATL,4,1,Truist Park,R,Final,sportsinteraction,moneyline,-145,120,-155,125
824944,2026-03-29,2026-03-29T17:35:00+00:00,Kansas City Royals,KC,Atlanta Braves,ATL,4,1,Truist Park,R,Final,stake,moneyline,-147,120,-147,124
824944,2026-03-29,2026-03-29T17:35:00+00:00,Kansas City Royals,KC,Atlanta Braves,ATL,4,1,Truist Park,R,Final,tonybet,moneyline,-149,117,-154,120
822834,2026-03-30,2026-03-30T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,14,5,Rogers Centre,R,Final,bet365,moneyline,-250,205,-291,235
822834,2026-03-30,2026-03-30T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,14,5,Rogers Centre,R,Final,bet99,moneyline,-250,205,-290,230
822834,2026-03-30,2026-03-30T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,14,5,Rogers Centre,R,Final,betway,moneyline,-260,215,-300,225
822834,2026-03-30,2026-03-30T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,14,5,Rogers Centre,R,Final,coolbet,moneyline,-270,210,-294,230
822834,2026-03-30,2026-03-30T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,14,5,Rogers Centre,R,Final,sportsinteraction,moneyline,-250,200,-295,240
822834,2026-03-30,2026-03-30T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,14,5,Rogers Centre,R,Final,stake,moneyline,-263,210,-286,230
822834,2026-03-30,2026-03-30T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,14,5,Rogers Centre,R,Final,tonybet,moneyline,-270,205,-313,230
823080,2026-03-30,2026-03-30T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,4,2,Busch Stadium,R,Final,bet365,moneyline,125,-150,130,-155
823080,2026-03-30,2026-03-30T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,4,2,Busch Stadium,R,Final,bet99,moneyline,130,-150,130,-150
823080,2026-03-30,2026-03-30T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,4,2,Busch Stadium,R,Final,betway,moneyline,124,-146,120,-150
823080,2026-03-30,2026-03-30T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,4,2,Busch Stadium,R,Final,coolbet,moneyline,120,-147,125,-154
823080,2026-03-30,2026-03-30T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,4,2,Busch Stadium,R,Final,sportsinteraction,moneyline,125,-150,125,-150
823080,2026-03-30,2026-03-30T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,4,2,Busch Stadium,R,Final,stake,moneyline,121,-149,125,-147
823080,2026-03-30,2026-03-30T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,4,2,Busch Stadium,R,Final,tonybet,moneyline,119,-152,123,-159
823159,2026-03-30,2026-03-31T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,1,2,T-Mobile Park,R,Final,bet365,moneyline,-115,-105,100,-120
823159,2026-03-30,2026-03-31T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,1,2,T-Mobile Park,R,Final,bet99,moneyline,-115,-105,100,-120
823159,2026-03-30,2026-03-31T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,1,2,T-Mobile Park,R,Final,betway,moneyline,-112,-104,-105,-120
823159,2026-03-30,2026-03-31T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,1,2,T-Mobile Park,R,Final,coolbet,moneyline,-110,-110,-109,-112
823159,2026-03-30,2026-03-31T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,1,2,T-Mobile Park,R,Final,sportsinteraction,moneyline,-115,-105,-102,-118
823159,2026-03-30,2026-03-31T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,1,2,T-Mobile Park,R,Final,stake,moneyline,-111,-111,-104,-112
823159,2026-03-30,2026-03-31T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,1,2,T-Mobile Park,R,Final,tonybet,moneyline,-112,-112,-105,-125
823320,2026-03-30,2026-03-31T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,3,2,Petco Park,R,Final,bet365,moneyline,-115,-105,-120,100
823320,2026-03-30,2026-03-31T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,3,2,Petco Park,R,Final,bet99,moneyline,-115,-105,-120,100
823320,2026-03-30,2026-03-31T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,3,2,Petco Park,R,Final,betway,moneyline,-110,-106,-115,-110
823320,2026-03-30,2026-03-31T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,3,2,Petco Park,R,Final,coolbet,moneyline,-112,-109,-122,100
823320,2026-03-30,2026-03-31T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,3,2,Petco Park,R,Final,sportsinteraction,moneyline,-115,-105,-118,-102
823320,2026-03-30,2026-03-31T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,3,2,Petco Park,R,Final,stake,moneyline,-112,-109,-114,-103
823320,2026-03-30,2026-03-31T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,3,2,Petco Park,R,Final,tonybet,moneyline,-115,-111,-118,-111
823484,2026-03-30,2026-03-30T22:40:00+00:00,Washington Nationals,WAS,Philadelphia Phillies,PHI,13,2,Citizens Bank Park,R,Final,bet365,moneyline,-170,145,-170,145
823484,2026-03-30,2026-03-30T22:40:00+00:00,Washington Nationals,WAS,Philadelphia Phillies,PHI,13,2,Citizens Bank Park,R,Final,bet99,moneyline,-170,145,-170,145
823484,2026-03-30,2026-03-30T22:40:00+00:00,Washington Nationals,WAS,Philadelphia Phillies,PHI,13,2,Citizens Bank Park,R,Final,betway,moneyline,-174,146,-175,145
823484,2026-03-30,2026-03-30T22:40:00+00:00,Washington Nationals,WAS,Philadelphia Phillies,PHI,13,2,Citizens Bank Park,R,Final,coolbet,moneyline,-179,145,-175,142
823484,2026-03-30,2026-03-30T22:40:00+00:00,Washington Nationals,WAS,Philadelphia Phillies,PHI,13,2,Citizens Bank Park,R,Final,sportsinteraction,moneyline,-165,140,-175,145
823484,2026-03-30,2026-03-30T22:40:00+00:00,Washington Nationals,WAS,Philadelphia Phillies,PHI,13,2,Citizens Bank Park,R,Final,stake,moneyline,-179,143,-167,142
823484,2026-03-30,2026-03-30T22:40:00+00:00,Washington Nationals,WAS,Philadelphia Phillies,PHI,13,2,Citizens Bank Park,R,Final,tonybet,moneyline,-182,140,-182,140
823809,2026-03-30,2026-03-30T23:40:00+00:00,Tampa Bay Rays,TB,Milwaukee Brewers,MIL,3,2,American Family Field,R,Final,bet365,moneyline,-150,125,-160,135
823809,2026-03-30,2026-03-30T23:40:00+00:00,Tampa Bay Rays,TB,Milwaukee Brewers,MIL,3,2,American Family Field,R,Final,bet99,moneyline,-140,120,-160,140
823809,2026-03-30,2026-03-30T23:40:00+00:00,Tampa Bay Rays,TB,Milwaukee Brewers,MIL,3,2,American Family Field,R,Final,betway,moneyline,-152,128,-160,125
823809,2026-03-30,2026-03-30T23:40:00+00:00,Tampa Bay Rays,TB,Milwaukee Brewers,MIL,3,2,American Family Field,R,Final,coolbet,moneyline,-152,123,-164,133
823809,2026-03-30,2026-03-30T23:40:00+00:00,Tampa Bay Rays,TB,Milwaukee Brewers,MIL,3,2,American Family Field,R,Final,sportsinteraction,moneyline,-140,118,-165,140
823809,2026-03-30,2026-03-30T23:40:00+00:00,Tampa Bay Rays,TB,Milwaukee Brewers,MIL,3,2,American Family Field,R,Final,stake,moneyline,-154,126,-156,132
823809,2026-03-30,2026-03-30T23:40:00+00:00,Tampa Bay Rays,TB,Milwaukee Brewers,MIL,3,2,American Family Field,R,Final,tonybet,moneyline,-159,123,-167,125
823890,2026-03-30,2026-03-30T22:40:00+00:00,Chicago White Sox,CHW,Miami Marlins,MIA,9,4,loanDepot park,R,Final,bet365,moneyline,-130,110,-150,125
823890,2026-03-30,2026-03-30T22:40:00+00:00,Chicago White Sox,CHW,Miami Marlins,MIA,9,4,loanDepot park,R,Final,bet99,moneyline,-130,110,-145,125
823890,2026-03-30,2026-03-30T22:40:00+00:00,Chicago White Sox,CHW,Miami Marlins,MIA,9,4,loanDepot park,R,Final,betway,moneyline,-120,102,-150,125
823890,2026-03-30,2026-03-30T22:40:00+00:00,Chicago White Sox,CHW,Miami Marlins,MIA,9,4,loanDepot park,R,Final,coolbet,moneyline,-122,100,-147,120
823890,2026-03-30,2026-03-30T22:40:00+00:00,Chicago White Sox,CHW,Miami Marlins,MIA,9,4,loanDepot park,R,Final,sportsinteraction,moneyline,-130,110,-150,125
823890,2026-03-30,2026-03-30T22:40:00+00:00,Chicago White Sox,CHW,Miami Marlins,MIA,9,4,loanDepot park,R,Final,stake,moneyline,-122,100,-143,121
823890,2026-03-30,2026-03-30T22:40:00+00:00,Chicago White Sox,CHW,Miami Marlins,MIA,9,4,loanDepot park,R,Final,tonybet,moneyline,-125,-102,-154,120
823972,2026-03-30,2026-03-31T02:10:00+00:00,Cleveland Guardians,CLE,Los Angeles Dodgers,LAD,4,2,UNIQLO Field at Dodger Stadium,R,Final,bet365,moneyline,-200,165,-170,145
823972,2026-03-30,2026-03-31T02:10:00+00:00,Cleveland Guardians,CLE,Los Angeles Dodgers,LAD,4,2,UNIQLO Field at Dodger Stadium,R,Final,bet99,moneyline,-200,165,-190,160
823972,2026-03-30,2026-03-31T02:10:00+00:00,Cleveland Guardians,CLE,Los Angeles Dodgers,LAD,4,2,UNIQLO Field at Dodger Stadium,R,Final,betway,moneyline,-172,144,-180,140
823972,2026-03-30,2026-03-31T02:10:00+00:00,Cleveland Guardians,CLE,Los Angeles Dodgers,LAD,4,2,UNIQLO Field at Dodger Stadium,R,Final,coolbet,moneyline,-179,145,-192,155
823972,2026-03-30,2026-03-31T02:10:00+00:00,Cleveland Guardians,CLE,Los Angeles Dodgers,LAD,4,2,UNIQLO Field at Dodger Stadium,R,Final,sportsinteraction,moneyline,-175,145,-200,165
823972,2026-03-30,2026-03-31T02:10:00+00:00,Cleveland Guardians,CLE,Los Angeles Dodgers,LAD,4,2,UNIQLO Field at Dodger Stadium,R,Final,stake,moneyline,-175,142,-185,155
823972,2026-03-30,2026-03-31T02:10:00+00:00,Cleveland Guardians,CLE,Los Angeles Dodgers,LAD,4,2,UNIQLO Field at Dodger Stadium,R,Final,tonybet,moneyline,-179,139,-182,140
824135,2026-03-30,2026-03-30T20:10:00+00:00,Minnesota Twins,MIN,Kansas City Royals,KC,1,3,Kauffman Stadium,R,Final,bet365,moneyline,-150,125,-165,140
824135,2026-03-30,2026-03-30T20:10:00+00:00,Minnesota Twins,MIN,Kansas City Royals,KC,1,3,Kauffman Stadium,R,Final,bet99,moneyline,-150,130,-160,140
824135,2026-03-30,2026-03-30T20:10:00+00:00,Minnesota Twins,MIN,Kansas City Royals,KC,1,3,Kauffman Stadium,R,Final,betway,moneyline,-162,136,-170,140
824135,2026-03-30,2026-03-30T20:10:00+00:00,Minnesota Twins,MIN,Kansas City Royals,KC,1,3,Kauffman Stadium,R,Final,coolbet,moneyline,-164,133,-169,137
824135,2026-03-30,2026-03-30T20:10:00+00:00,Minnesota Twins,MIN,Kansas City Royals,KC,1,3,Kauffman Stadium,R,Final,sportsinteraction,moneyline,-155,130,-170,140
824135,2026-03-30,2026-03-30T20:10:00+00:00,Minnesota Twins,MIN,Kansas City Royals,KC,1,3,Kauffman Stadium,R,Final,stake,moneyline,-164,134,-159,135
824135,2026-03-30,2026-03-30T20:10:00+00:00,Minnesota Twins,MIN,Kansas City Royals,KC,1,3,Kauffman Stadium,R,Final,tonybet,moneyline,-169,131,-167,130
824214,2026-03-30,2026-03-31T00:10:00+00:00,Boston Red Sox,BOS,Houston Astros,HOU,1,8,Daikin Park,R,Final,bet365,moneyline,-105,-115,115,-135
824214,2026-03-30,2026-03-31T00:10:00+00:00,Boston Red Sox,BOS,Houston Astros,HOU,1,8,Daikin Park,R,Final,bet99,moneyline,-105,-115,110,-130
824214,2026-03-30,2026-03-31T00:10:00+00:00,Boston Red Sox,BOS,Houston Astros,HOU,1,8,Daikin Park,R,Final,betway,moneyline,100,-118,105,-135
824214,2026-03-30,2026-03-31T00:10:00+00:00,Boston Red Sox,BOS,Houston Astros,HOU,1,8,Daikin Park,R,Final,coolbet,moneyline,100,-122,102,-125
824214,2026-03-30,2026-03-31T00:10:00+00:00,Boston Red Sox,BOS,Houston Astros,HOU,1,8,Daikin Park,R,Final,sportsinteraction,moneyline,-110,-110,110,-130
824214,2026-03-30,2026-03-31T00:10:00+00:00,Boston Red Sox,BOS,Houston Astros,HOU,1,8,Daikin Park,R,Final,stake,moneyline,-102,-120,108,-127
824214,2026-03-30,2026-03-31T00:10:00+00:00,Boston Red Sox,BOS,Houston Astros,HOU,1,8,Daikin Park,R,Final,tonybet,moneyline,-104,-122,105,-133
824539,2026-03-30,2026-03-30T22:40:00+00:00,Pittsburgh Pirates,PIT,Cincinnati Reds,CIN,0,2,Great American Ball Park,R,Final,bet365,moneyline,-125,105,-135,115
824539,2026-03-30,2026-03-30T22:40:00+00:00,Pittsburgh Pirates,PIT,Cincinnati Reds,CIN,0,2,Great American Ball Park,R,Final,bet99,moneyline,-125,105,-135,115
824539,2026-03-30,2026-03-30T22:40:00+00:00,Pittsburgh Pirates,PIT,Cincinnati Reds,CIN,0,2,Great American Ball Park,R,Final,betway,moneyline,-118,100,-135,115
824539,2026-03-30,2026-03-30T22:40:00+00:00,Pittsburgh Pirates,PIT,Cincinnati Reds,CIN,0,2,Great American Ball Park,R,Final,coolbet,moneyline,-122,100,-137,112
824539,2026-03-30,2026-03-30T22:40:00+00:00,Pittsburgh Pirates,PIT,Cincinnati Reds,CIN,0,2,Great American Ball Park,R,Final,sportsinteraction,moneyline,-120,100,-135,110
824539,2026-03-30,2026-03-30T22:40:00+00:00,Pittsburgh Pirates,PIT,Cincinnati Reds,CIN,0,2,Great American Ball Park,R,Final,stake,moneyline,-120,-102,-130,110
824539,2026-03-30,2026-03-30T22:40:00+00:00,Pittsburgh Pirates,PIT,Cincinnati Reds,CIN,0,2,Great American Ball Park,R,Final,tonybet,moneyline,-122,-104,-139,109
824702,2026-03-30,2026-03-30T23:40:00+00:00,Los Angeles Angels,LAA,Chicago Cubs,CHC,2,7,Wrigley Field,R,Final,bet365,moneyline,-185,155,-190,160
824702,2026-03-30,2026-03-30T23:40:00+00:00,Los Angeles Angels,LAA,Chicago Cubs,CHC,2,7,Wrigley Field,R,Final,bet99,moneyline,-180,155,-190,160
824702,2026-03-30,2026-03-30T23:40:00+00:00,Los Angeles Angels,LAA,Chicago Cubs,CHC,2,7,Wrigley Field,R,Final,betway,moneyline,-200,168,-200,155
824702,2026-03-30,2026-03-30T23:40:00+00:00,Los Angeles Angels,LAA,Chicago Cubs,CHC,2,7,Wrigley Field,R,Final,coolbet,moneyline,-208,167,-192,155
824702,2026-03-30,2026-03-30T23:40:00+00:00,Los Angeles Angels,LAA,Chicago Cubs,CHC,2,7,Wrigley Field,R,Final,sportsinteraction,moneyline,-185,150,-190,155
824702,2026-03-30,2026-03-30T23:40:00+00:00,Los Angeles Angels,LAA,Chicago Cubs,CHC,2,7,Wrigley Field,R,Final,stake,moneyline,-204,165,-185,155
824702,2026-03-30,2026-03-30T23:40:00+00:00,Los Angeles Angels,LAA,Chicago Cubs,CHC,2,7,Wrigley Field,R,Final,tonybet,moneyline,-208,160,-192,150
824863,2026-03-30,2026-03-30T22:35:00+00:00,Texas Rangers,TEX,Baltimore Orioles,BAL,5,2,Oriole Park at Camden Yards,R,Final,bet365,moneyline,-120,100,-130,110
824863,2026-03-30,2026-03-30T22:35:00+00:00,Texas Rangers,TEX,Baltimore Orioles,BAL,5,2,Oriole Park at Camden Yards,R,Final,bet99,moneyline,-120,100,-130,110
824863,2026-03-30,2026-03-30T22:35:00+00:00,Texas Rangers,TEX,Baltimore Orioles,BAL,5,2,Oriole Park at Camden Yards,R,Final,betway,moneyline,-124,106,-125,110
824863,2026-03-30,2026-03-30T22:35:00+00:00,Texas Rangers,TEX,Baltimore Orioles,BAL,5,2,Oriole Park at Camden Yards,R,Final,coolbet,moneyline,-125,102,-132,108
824863,2026-03-30,2026-03-30T22:35:00+00:00,Texas Rangers,TEX,Baltimore Orioles,BAL,5,2,Oriole Park at Camden Yards,R,Final,sportsinteraction,moneyline,-120,100,-125,115
824863,2026-03-30,2026-03-30T22:35:00+00:00,Texas Rangers,TEX,Baltimore Orioles,BAL,5,2,Oriole Park at Camden Yards,R,Final,stake,moneyline,-127,104,-123,105
824863,2026-03-30,2026-03-30T22:35:00+00:00,Texas Rangers,TEX,Baltimore Orioles,BAL,5,2,Oriole Park at Camden Yards,R,Final,tonybet,moneyline,-130,102,-133,104
824943,2026-03-30,2026-03-30T23:15:00+00:00,Athletics Athletics,ATH,Atlanta Braves,ATL,0,4,Truist Park,R,Final,bet365,moneyline,-130,110,-125,105
824943,2026-03-30,2026-03-30T23:15:00+00:00,Athletics Athletics,ATH,Atlanta Braves,ATL,0,4,Truist Park,R,Final,bet99,moneyline,-130,110,-125,105
824943,2026-03-30,2026-03-30T23:15:00+00:00,Athletics Athletics,ATH,Atlanta Braves,ATL,0,4,Truist Park,R,Final,betway,moneyline,-132,112,-140,110
824943,2026-03-30,2026-03-30T23:15:00+00:00,Athletics Athletics,ATH,Atlanta Braves,ATL,0,4,Truist Park,R,Final,coolbet,moneyline,-133,110,-133,110
824943,2026-03-30,2026-03-30T23:15:00+00:00,Athletics Athletics,ATH,Atlanta Braves,ATL,0,4,Truist Park,R,Final,sportsinteraction,moneyline,-140,118,-130,110
824943,2026-03-30,2026-03-30T23:15:00+00:00,Athletics Athletics,ATH,Atlanta Braves,ATL,0,4,Truist Park,R,Final,stake,moneyline,-135,110,-122,104
824943,2026-03-30,2026-03-30T23:15:00+00:00,Athletics Athletics,ATH,Atlanta Braves,ATL,0,4,Truist Park,R,Final,tonybet,moneyline,-137,108,-143,110
825108,2026-03-30,2026-03-31T02:10:00+00:00,Detroit Tigers,DET,Arizona Diamondbacks,AZ,6,9,Chase Field,R,Final,bet365,moneyline,-110,-110,-125,105
825108,2026-03-30,2026-03-31T02:10:00+00:00,Detroit Tigers,DET,Arizona Diamondbacks,AZ,6,9,Chase Field,R,Final,bet99,moneyline,-115,-105,-125,105
825108,2026-03-30,2026-03-31T02:10:00+00:00,Detroit Tigers,DET,Arizona Diamondbacks,AZ,6,9,Chase Field,R,Final,betway,moneyline,-118,100,-125,100
825108,2026-03-30,2026-03-31T02:10:00+00:00,Detroit Tigers,DET,Arizona Diamondbacks,AZ,6,9,Chase Field,R,Final,coolbet,moneyline,-118,-104,-118,-104
825108,2026-03-30,2026-03-31T02:10:00+00:00,Detroit Tigers,DET,Arizona Diamondbacks,AZ,6,9,Chase Field,R,Final,sportsinteraction,moneyline,-110,-110,-115,105
825108,2026-03-30,2026-03-31T02:10:00+00:00,Detroit Tigers,DET,Arizona Diamondbacks,AZ,6,9,Chase Field,R,Final,stake,moneyline,-120,-102,-119,102
825108,2026-03-30,2026-03-31T02:10:00+00:00,Detroit Tigers,DET,Arizona Diamondbacks,AZ,6,9,Chase Field,R,Final,tonybet,moneyline,-122,-104,-125,100
822836,2026-03-31,2026-03-31T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,1,5,Rogers Centre,R,Final,bet365,moneyline,-240,195,-270,220
822836,2026-03-31,2026-03-31T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,1,5,Rogers Centre,R,Final,bet99,moneyline,-270,215,-270,215
822836,2026-03-31,2026-03-31T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,1,5,Rogers Centre,R,Final,betway,moneyline,-230,190,-250,185
822836,2026-03-31,2026-03-31T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,1,5,Rogers Centre,R,Final,coolbet,moneyline,-278,218,-278,218
822836,2026-03-31,2026-03-31T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,1,5,Rogers Centre,R,Final,sportsinteraction,moneyline,-250,200,-275,225
822836,2026-03-31,2026-03-31T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,1,5,Rogers Centre,R,Final,stake,moneyline,-233,185,-256,210
822836,2026-03-31,2026-03-31T23:07:00+00:00,Colorado Rockies,COL,Toronto Blue Jays,TOR,1,5,Rogers Centre,R,Final,tonybet,moneyline,-238,180,-250,195
823077,2026-03-31,2026-03-31T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,0,3,Busch Stadium,R,Final,bet365,moneyline,135,-160,125,-150
823077,2026-03-31,2026-03-31T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,0,3,Busch Stadium,R,Final,bet99,moneyline,140,-160,130,-150
823077,2026-03-31,2026-03-31T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,0,3,Busch Stadium,R,Final,betway,moneyline,134,-158,125,-150
823077,2026-03-31,2026-03-31T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,0,3,Busch Stadium,R,Final,coolbet,moneyline,130,-161,125,-154
823077,2026-03-31,2026-03-31T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,0,3,Busch Stadium,R,Final,sportsinteraction,moneyline,135,-160,130,-155
823077,2026-03-31,2026-03-31T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,0,3,Busch Stadium,R,Final,stake,moneyline,131,-161,124,-147
823077,2026-03-31,2026-03-31T23:45:00+00:00,New York Mets,NYM,St. Louis Cardinals,STL,0,3,Busch Stadium,R,Final,tonybet,moneyline,128,-164,110,-143
823158,2026-03-31,2026-04-01T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,5,0,T-Mobile Park,R,Final,bet365,moneyline,100,-120,-105,-115
823158,2026-03-31,2026-04-01T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,5,0,T-Mobile Park,R,Final,bet99,moneyline,-105,-115,100,-120
823158,2026-03-31,2026-04-01T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,5,0,T-Mobile Park,R,Final,betway,moneyline,100,-118,-105,-120
823158,2026-03-31,2026-04-01T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,5,0,T-Mobile Park,R,Final,coolbet,moneyline,-104,-118,-105,-115
823158,2026-03-31,2026-04-01T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,5,0,T-Mobile Park,R,Final,sportsinteraction,moneyline,-105,-115,100,-110
823158,2026-03-31,2026-04-01T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,5,0,T-Mobile Park,R,Final,stake,moneyline,-102,-120,-103,-114
823158,2026-03-31,2026-04-01T01:40:00+00:00,New York Yankees,NYY,Seattle Mariners,SEA,5,0,T-Mobile Park,R,Final,tonybet,moneyline,-104,-122,-105,-118
823322,2026-03-31,2026-04-01T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,9,3,Petco Park,R,Final,bet365,moneyline,120,-140,110,-130
823322,2026-03-31,2026-04-01T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,9,3,Petco Park,R,Final,bet99,moneyline,115,-135,110,-130
823322,2026-03-31,2026-04-01T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,9,3,Petco Park,R,Final,betway,moneyline,122,-144,100,-125
823322,2026-03-31,2026-04-01T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,9,3,Petco Park,R,Final,coolbet,moneyline,120,-147,110,-133
823322,2026-03-31,2026-04-01T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,9,3,Petco Park,R,Final,sportsinteraction,moneyline,115,-140,110,-130
823322,2026-03-31,2026-04-01T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,9,3,Petco Park,R,Final,stake,moneyline,120,-147,109,-128
823322,2026-03-31,2026-04-01T01:40:00+00:00,San Francisco Giants,SF,San Diego Padres,SD,9,3,Petco Park,R,Final,tonybet,moneyline,117,-149,100,-125
823485,2026-03-31,2026-03-31T22:40:00+00:00,Washington Nationals,WAS,Philadelphia Phillies,PHI,2,3,Citizens Bank Park,R,Final,bet365,moneyline,-185,155,-190,160
823485,2026-03-31,2026-03-31T22:40:00+00:00,Washington Nationals,WAS,Philadelphia Phillies,PHI,2,3,Citizens Bank Park,R,Final,bet99,moneyline,-180,155,-190,160
